Country Name,Indicator Name,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Greece,GDP (current US$),76261277925,79169043223,97891092003,105143232380,116224672864,108809059156,116601801966,136878365936,145861612401,143157600150,144428172489,142588875294,130457756628,136309295225,154564203587,202370140236,240963562236,247875422204,273546728473,318902829551,355908689477,331308500253,297124961972,282995942007,242029307133,238907690051,235458133125,195683527003,193148146587,199844406014,212049447242,205257014892,188925995937,214873879834,219065872466
Greenland,GDP (current US$),"898607670,6","929799902,2",1018977225,1016500016,1037916105,"927214127,9",1005887592,1208953359,1197515638,1072154407,1149858127,1131555107,1068024994,1086170639,1169136691,1558759744,1822499871,1849802648,2013106817,2249811365,2499092396,2529964061,2503167187,2684461608,2609678695,2684947140,2842065877,2499113085,2707146783,2851610656,3055791341,2997331094,3082909158,3235816195,
Grenada,GDP (current US$),"236357523,7","267327642,2",278098763,"300757888,9","310160444,4","309812185,2","325111814,8","342172518,5","366911444,4","392190592,6","445903592,6","482009370,4","520044370,4","520444185,2","540336925,9","591018407,4","599118592,6","695555555,6","698700666,7","758683592,6",825976037,"771275555,6","771014814,8","778655555,6","799881481,5","842618518,5","911496296,3","997007407,4",1061640741,1125685185,1166514815,1213485185,1043411111,1122800000,1256413185
Guatemala,GDP (current US$),7841602824,8410724361,7650196277,9406135143,10440781588,11400018313,12983233687,14655404433,15674835615,17790026222,19395491993,18318412251,19288928616,18405221418,20444205991,21576351799,23577298589,26783388709,29744247479,33567850095,38503718527,37126146369,40676579265,46876004265,49593926849,52996447956,57852150565,62186064719,66053402745,71653756504,73328369926,77172313916,77715183063,86053079767,95003333381
Guinea,GDP (current US$),2384295815,2432029297,2666750820,3015058206,3284620422,3279096492,3383092770,3693710533,3868968366,3783700462,3588375622,3461282460,2995361112,2829435908,2950198724,3446441785,3635458214,2937071740,4220019243,6281917650,6964179188,6716904516,6853467833,6785137215,7638045226,8376613880,8778473643,8794202395,8595955601,10324668271,11857030366,13442861497,14177835841,16091817842,21227749389
Guinea-Bissau,GDP (current US$),"164458120,3","213143016,4","243961995,5","257150374,1","226313443,7","236880821,7","235620043,5","253966922,3","270419779,4","268551010,9","206457553,4","224446663,8",371095522,"392621389,5","417806651,1","477458577,2","532062894,8",587029096,"592365659,8",696910784,"868154627,9","830126428,8","849878489,1",1099818592,"989271155,1",1046087367,1054915581,1048229633,1179004911,1350177012,1504630234,1439638411,1431758232,1638517607,1633559092
Guyana,GDP (current US$),413799990,"379779389,7","396582263,3","348533094,8","373573141,5","454101382,5","540874934,2","621626785,9","705406001,4","749138009,6","717530683,2","694754988,3","712667896,7","712167448,9","726131434,7",743063949,"787814379,2","824880550,3",2379817987,2730971600,3025187428,3165663153,3432912511,3691384318,4063088529,4167800936,4127660158,4279840194,4482697337,4748174334,4787637006,5173760192,5471256595,8044498801,15357537068
Honduras,GDP (current US$),5902717091,5432344902,4923009552,4648668479,4943700431,4926728933,4642280682,5347445005,5215028986,5737099650,6366340266,6414520530,7186638029,7651162302,7858255253,8230391505,8869299234,9757012869,10917476874,12361257681,13881731631,14587496229,15839344592,17710275997,18528554861,18499729063,19756533658,20979791685,21717604581,23136248046,24067750466,25089937109,23827859695,28488721296,31717700115
"Hong Kong, China",GDP (current US$),59707404561,68790222118,76928784621,88960001716,104272503149,120354207289,135811776884,144652289131,159718180109,177353167214,168885436392,165768095392,171668898539,169404327617,166348873241,161385558802,169099768875,181569303960,193535434591,211596953545,219278739753,214047795659,228638678537,248513617677,262628877166,275696879835,291459983450,309385622601,320860317563,341273289534,361731070996,363074560517,344943149590,368911387845,359838598806
Hungary,GDP (current US$),,,,34753569693,38730585922,40124916941,43166678735,46425677734,46658765340,47296961369,48706794879,49073373276,47218411470,53749989092,67608919144,85285075492,104120803140,113211158293,115715618613,140186691234,158325583918,131069277213,132175349954,141942264554,128814279315,135684315698,141033843266,125174166987,128609822750,143112196040,160565642984,164020460332,157227094449,182275444032,178788572068
Iceland,GDP (current US$),6106638182,5672570278,6468739130,6909725408,7080977636,6218583218,6389462322,7123637089,7426082271,7569673904,8503689104,8982048417,9025660362,8234846523,9318398444,11429335645,13825309101,16852971987,17465318552,21652505597,18074619562,13154416197,13751161918,15221622926,14751508134,16125060515,17867662178,17517210519,20793168031,24728285177,26260850582,24663643102,21553080484,25552639899,27841648044
India,GDP (current US$),296589677725,296042058867,320979026420,270105341879,288208066641,279295644530,327275583540,360281907855,392896860671,415867567334,421351318897,458820417338,468394937262,485441014539,514937948870,607699285434,709148514805,820381595513,940259888792,1216736448906,1198895147695,1341888016989,1675615502766,1823051829895,1827637579585,1856721494835,2039126469963,2103588347242,2294796889945,2651474263257,2702929639862,2835606242052,2671595389576,3150306834280,3385089881935
Indonesia,GDP (current US$),84300174476,94451427898,106140727357,116621996217,128026966580,158006700302,176892143932,202132028723,227369679375,215748998610,95445547873,140001351215,165021012078,160446947785,195660611165,234772463824,256836875295,285868619206,364570515632,432216737775,510228634992,539580085612,755094157594,892969104529,917869913365,912524136718,890814755511,860854232718,931877364034,1015618744168,1042271532953,1119099871386,1059054842712,1186505455721,1319100220389
"Iran, Islamic Rep.",GDP (current US$),123057861334,120496362916,124813263926,,,63743623232,71841461173,96419225744,120403931885,113919163421,110276913363,113848450088,109591707802,126878750296,128626917504,153544751395,190043433965,226452138292,266298911661,349881601459,412336172447,416397025729,486807616897,626133112211,644035512199,492775566435,460382791489,408212917872,457954614595,486630147095,327900695066,283649531543,239735486746,359096907773,388544468140
Iraq,GDP (current US$),62684516129,65831935484,180408064516,"407796349,7","553671957,7",1031944881,3991349283,12894029888,10433698621,20764857056,20617405044,36881601584,48364250944,36176430129,32928454672,21921569479,36627901762,49954890353,65140147197,88837055195,131614433712,111657581662,138516722650,185749664444,218002481738,234637675129,228415656175,166774104911,166602488748,187217660051,227367469034,233636097800,180924091443,207691599310,264182173793
Ireland,GDP (current US$),37772896221,39238392678,49305632408,49787501584,55918538121,52417477614,57097656066,69139823232,75790786290,82856648758,90199410116,98893958263,100207610430,109346669230,128596035288,164670771260,194372115041,211876989656,232180617162,270079279420,275447471451,236443115854,221913560882,239003132208,225628699653,238340859897,259170903648,291775166507,299091127525,336377500161,385736680797,399321701632,425852281928,504182603276,529244870223
Israel,GDP (current US$),,,,,,,,104893245479,114507654661,118861100787,120057482023,120922450570,136034659581,134637422753,125059962958,131298954869,139973668874,147083996034,158670160184,184052885586,220529762562,211968128528,238364092298,266791854431,262282344092,297732778479,314330061977,303414276832,322102790387,358245427459,376691526553,402470513619,413267669232,488526545879,522033446212
Italy,GDP (current US$),891608957156,928661332204,1181222653523,1246220156079,1320161644933,1064958075551,1099216688281,1174662070605,1312426527795,1241879604366,1270052525928,1252446659834,1146676894210,1168023426056,1276769338449,1577621707051,1806542968546,1858217147204,1949551719390,2213102482751,2408655348719,2199928804119,2136099955237,2294994296590,2086957656822,2141924094299,2162009615997,1836637711061,1877071687634,1961796197354,2091932426267,2011302198827,1897210466668,2114355756914,2010431598465
Jamaica,GDP (current US$),3828342704,4404938109,4592208087,4106207649,3535460090,5440075676,5452558892,6577520705,7393891854,8400041803,8787195622,8887058073,9005064475,9194727831,9719009562,9430234852,10174664854,11243865788,11930179173,12799600075,13709401444,12120458141,13220549858,14444661488,14807086491,14264205124,13899225340,14188938781,14077105503,14808984881,15730791526,15830766372,13812421859,14657586359,17097760745
Japan,GDP (current US$),3071683812150,3054913797217,3132817652848,3584420964070,3908808434705,4454144444408,4998797262443,5545564892181,4923393495139,4492449998032,4098362688659,4635982020565,4968359152796,4374709984220,4182845406489,4519563042184,4893116005657,4831466523976,4601662661030,4579749785985,5106679413138,5289493734900,5759071769013,6233147172341,6272362996105,5212328181166,4896994405353,4444930651964,5003677627544,4930837369151,5040880939325,5117993853017,5048789595589,5005536736792,4231141201863
Jordan,GDP (current US$),6277443443,4221374898,4160089597,4344468257,5310830590,5606401570,6236295978,6727597032,6927503526,7245839210,7912270804,8149929478,8460789845,8975812449,9582512831,10195627645,11411706629,12588998590,15056981664,17110442867,22658730357,24537876056,27133804225,29524149155,31634561690,34454440141,36847643521,38587017887,39892551127,41608435915,43370860704,44503005775,43579916197,45116317042,47451499859
Kazakhstan,GDP (current US$),,,26932729103,24923076923,24917355372,23409260880,21250792886,20374302652,21035357833,22165932063,22135245413,16870817135,18291990619,22152689130,24636598581,30833692831,43151647003,57123671734,81003864916,104849915344,133441649222,115308687202,148047348241,192626464179,207998568866,236634603928,221415614007,184388404429,137278320084,166805788967,179339977517,181667185041,171082365723,197112255361,220623001967
Kenya,GDP (current US$),8355380879,8283114648,8572359163,8151488882,8209120678,5751786610,7148148564,9046320197,12045865466,13115764433,14093998844,12896010520,12705350153,12986007426,13147736954,14904517650,16095337094,18737895401,25825512278,31958195182,35895153328,42347217913,45405615233,46869473166,56396704833,61671440481,68285796663,70120446664,74815143796,82036511259,92202979941,100378435824,100657505601,109703659313,113420008179
Kiribati,GDP (current US$),"44534439,32","44282893,89","42933307,66","47516824,01","47736260,83","46920900,88","54834548,93","56336670,91","66517285,36","67538482,09","65333678,15","69034484,98","67253134,61","63099885,31","72197928,62","90231027,78","102370615,2","112136227,8","110237144,5","132674795,9","141045173,6","132421058,9","155305532,9","180672664,8","189629948,8","184543103,7","177868153,1","170292283,2","178507958,1","188540699,1","196501504,2","175181684,8","177553260,1","227610034,8","223352943,2"
"Korea, Rep.",GDP (current US$),199590823957,246927292765,283367525715,330648530715,355525267405,392666101885,463617399963,566583427334,610169556840,569754543830,383330931042,497512659612,576178114168,547658231280,627246081417,702717332013,793175007858,934901101762,1053216892422,1172614134912,1047339041904,943941876219,1144066965324,1253223044719,1278427634343,1370795199976,1484318219634,1465773245547,1500111596236,1623901496836,1724845615629,1651422932448,1644312785467,1810955871381,1665245538595
Kuwait,GDP (current US$),20690303615,24313821169,18427777778,11010010088,19858555215,23941391391,24848483838,27187006077,31492419238,30350207213,25943736431,30122398833,37718794714,34889597791,38135756834,47874659168,59439090601,80798630137,101557251977,114634060167,147379536212,105968538480,115416745329,154079870425,174048271288,174167626657,162650191195,114585567440,109406169163,120687635952,138202309919,136191752591,105948765156,136797422274,184558274289
Kyrgyz Republic,GDP (current US$),,,2675000000,2569444444,2316562500,2028295455,1681006993,1661018519,1827570586,1767864036,1645963750,1249061487,1369688498,1525116370,1605643105,1919008090,2211534585,2460246796,2834168893,3802570572,5139958956,4690061344,4794361821,6197765942,6605142864,7335033799,7468102369,6678177483,6813095396,7702938395,8271106196,8871019823,7780873259,8740681889,10930644915
Lao PDR,GDP (current US$),"598961269,3","714046821,1","865559879,3",1028087972,1127806945,1327748690,1543606345,1763536305,1873671550,1747011857,1280177839,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558735,3455031448,4223152219,5446434032,5836138127,7131773633,8750107402,10192848926,11983252627,13279248479,14426381187,15912495369,17071162084,18141651381,18740559554,18981800705,18827148530,15724383783
Latvia,GDP (current US$),,,,,,,,5789128637,5975248851,6527926446,7166275468,7533788134,7958852839,8362398702,9557031605,11771975157,14435700533,17003459863,21570076499,31054350978,35854274229,26410909091,23956163077,27474380566,28169902669,30204783462,31386896487,27263090547,28083597512,30483806018,34429023435,34343961073,34601740323,39725383601,41153912663
Lebanon,GDP (current US$),3313540068,2717998688,2838485354,4690415093,5843579161,7941744492,9599127050,11718795528,13690217333,15751867489,17247179006,17391056369,17260364842,17649751244,19152238806,20082918740,21159827992,21497336499,22022709852,24827355015,29118916106,35399582929,38443907042,39927125961,44016799516,46880103081,48095213746,49929337837,51147308774,53027680686,54901519156,51605959131,31712128254,23131941557,
Lesotho,GDP (current US$),"470395904,1","495409138,2","596410302,2","704325366,7","831029813,1",835582169,"878250862,8",1001894000,"946112456,2","998004330,9","928460865,1","912773656,2","887291645,3","825706961,2","775777263,1",1157825409,1511236656,1682343439,1800092519,1682025303,1766820422,1740835820,2234731974,2579421686,2477702253,2367113170,2441063169,2359754088,2114426469,2306741599,2556247156,2436029588,2117736528,2373416269,2553459763
Libya,GDP (current US$),,,28904164239,31991785108,33887005288,30660029871,28610532505,25541383197,27884630118,30700890193,27251275903,35975878804,38270983032,34112079629,20481889764,26265625000,33122307692,47334697612,60094248772,68032985520,86710739535,60808538330,75380800664,48169243832,92540964666,75351117628,57372352562,48717506273,49912085228,67157451660,76686048499,69254143968,46808208747,39798423941,45752336036
Lithuania,GDP (current US$),,,,,,,,7867140395,8382519637,10118631852,11239547691,10971583945,11524776867,12237388002,14259781159,18781721376,22627507452,26097677572,30183575104,39697891352,47797551588,37388122046,37128694028,43535051482,42927454291,46523420074,48533659592,41435533340,43047309306,47758736932,53751411409,54760617013,56914826861,66414994992,70334299008
Luxembourg,GDP (current US$),9418167855,10037674038,12778792854,13834219728,15518702635,15925521222,17701798891,20853093870,20895314658,19563836265,20150053345,21899317599,21230182989,21387533703,23649833332,29667268248,35064843793,37672280120,42910146296,51587401416,58844277702,54467289898,56213985987,61696281326,59776383527,65203276467,68804811898,60071584216,62216885436,65712180343,71000359760,69825641851,73992591285,85506243834,82274812251
Macao,GDP (current US$),2288761917,2705665380,3246481368,3765249711,4914365395,5665606115,6311207516,7046147442,7176892950,7267571196,6797792474,6547670439,6774193548,6860272608,7371692469,8246479395,10643253443,12160056755,14874098382,18439981804,21027018551,21587786005,28241799668,36845887225,43189724080,51536592939,54902831794,45048188248,45070807280,50440935654,55284309690,55204961000,25459685020,30123795337,21979475561
Madagascar,GDP (current US$),3189456961,3175638333,3931334871,3254713056,3714966675,4063298919,3522227094,3838100902,4931861037,4262965421,4401967634,4277903780,4629247205,5438332601,5351701665,6372498891,5064732625,5859269752,6395712492,8524620891,10725137722,9616879408,9982711338,11551819618,11578975064,12423555457,12522957401,11323020700,11848613860,13176313594,13760033283,14104664678,13051441203,14554754115,14954967604
Malawi,GDP (current US$),2008189639,2314204990,2737088196,3206784402,2618837532,3013392430,1719864761,2033701542,3319573822,3875785863,2547609563,2584478944,2537307566,2498008653,5087328438,4669789300,5058726350,5320409651,5818279739,6451210219,7743617352,9009887947,10128323011,11648142958,8773203178,8031571928,8801326169,9219474373,7909868618,8943543677,9880675786,11025371147,12056108780,12602334124,13164667627
Malaysia,GDP (current US$),35272104731,38847970073,44024585240,49143148094,59167550163,66894966969,74478356958,88705342903,100855393910,100005323302,72167498981,79148421053,93789736842,92783947368,100845526316,110202368421,124749473684,143534418452,162692260155,193549547955,230811591307,202257458161,255017645207,297951667650,314443061220,323276281683,338066121289,301354783699,301255332137,319109103242,358788833525,365177744321,337339463180,372981073018,406305924656
Maldives,GDP (current US$),"168514513,4","189514434,2","215043969,8","244396761,9",284875818,"322417837,2","356014932,1",398988955,450382328,"508223602,4","540096397,6","589239753,6","624337145,3","870031653,1",897031250,1052121055,1226829563,1163362438,1575200391,1868383461,2271646188,2345294875,2588176055,2774350163,2886163938,3295009231,3697353155,4109416450,4379134273,4754185599,5300949823,5609385434,3746329358,5405557162,6189865408
Mali,GDP (current US$),2169040605,2181821906,2681912149,2724131460,2830673381,2818281080,2081846499,2706425158,2780422048,2697105822,2920358713,3440724708,2961484954,3468337941,3908121310,4714071978,5454249123,6247515892,6905934219,8156468818,9838403091,10231962383,10689168011,12995112698,12442035328,13242690790,14364937128,13104764379,14026048334,15365713059,17070867578,17280250805,17465392779,19309463506,18827176532
Malta,GDP (current US$),2019474244,2118574772,2547163582,2750041434,3021910217,2709178327,2998570147,3461332685,3585755121,3722389056,3958227428,4155187258,4323339212,4355146428,4693495693,5489359281,6116591928,6407287651,6778321415,7925403778,9090376446,8696304529,9035819657,9638733344,9461826174,10550968139,11625843214,11091467514,11667976403,13489296992,15298004130,15881258056,15046136935,17743376199,17765270015
Mauritania,GDP (current US$),1414951227,1450647019,1506914408,2133692610,2164298425,1847353160,1944876755,2091726048,2132087061,2071996519,2032347629,1985922807,1779520862,1746063580,1777057503,2051147607,2362501023,2936019526,3919577286,4346212411,5206437121,4714595488,5628878866,6764627666,6728208836,7223071177,6592537782,6166863960,6398741856,6800138755,7473550557,8066118984,8405498736,9996240419,10375460680
Mauritius,GDP (current US$),2134513097,2181935024,2653485952,2856889160,3224265821,3263363787,3558143644,4040342060,4421952123,4187375887,4169672975,4343708896,4663321022,4613637222,4841310240,5816559039,6578840499,6488743120,7028810755,8150150144,9990356849,9128843109,10003670690,11518413430,11668696526,12292974008,13074130094,12007291046,12594155346,13713505998,14735695931,14436347115,11401040996,11476433604,12898307089
Mexico,GDP (current US$),181611150497,221403143240,261253660212,313139656146,363157793810,500733386970,527810631731,360072506961,410972976953,500416010942,526499723362,600233031001,707909864022,756702925694,772109710671,729335024013,782242912348,877476892365,975383402913,1052697085016,1109987401386,900047015738,1057800597974,1180487226407,1201093787127,1274443916252,1315356131262,1171870072963,1078493059307,1158912015259,1222405556421,1269009571611,1090514966786,1272838810896,1414187193992
"Micronesia, Fed. Sts.",GDP (current US$),124700000,135200000,147200000,166200000,178100000,198400000,202500000,221575300,218534700,206626300,218873100,220140500,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,412000000,408000000,404028900,"427094119,1"
Moldova,GDP (current US$),,,,,,,,1752979926,1695122174,1930081169,1698717505,1170782957,1288429392,1480673594,1661818168,1980907435,2598249556,2988342907,3408255364,4401173162,6054824433,5439434059,6974982391,8414351672,8709138767,9496717701,9399833207,7798692878,7982450758,9519053158,11253727815,11735774634,11531967881,13692230147,14420947884
Mongolia,GDP (current US$),3204461567,3576966800,2560785660,2379018326,1317611864,"768401634,2","925817092,2",1452165005,1345719472,1180934203,1124440204,1057408589,1136896124,1267997934,1396555720,1595297356,1992066808,2523471602,3414055663,4234999703,5623216610,4583850368,7189482001,10409797375,12292770631,12582122604,12226514666,11619892593,11181350649,11480847740,13178094720,14206359016,13312981427,15286441740,16810883361
Montenegro,GDP (current US$),,,,,,,,,,,,,"984292969,9",1159869246,1284685051,1707710053,2073234418,2257174481,2721903149,3680711744,4545674528,4159330370,4142983898,4544429063,4087525609,4465771673,4593852089,4054728173,4376929572,4856602179,5506944403,5542053845,4769995512,5861430526,6095978868
Morocco,GDP (current US$),25705296184,26314313191,30179955996,32285573574,33711069431,31655473664,35604137423,39030285468,43161572353,39147844526,46497609536,46266427863,43017455401,43831480206,47077192184,58029361339,66114147932,68852655480,75883820424,86947909745,101822906946,101154952243,100865325482,110080631330,106937397478,115739288447,119130845829,110413820681,111572946647,118540574728,127341141871,128920265076,121347533650,142866583125,134181587770
Mozambique,GDP (current US$),,,,3633488385,2640001311,2729524758,2796555381,2899912130,3856799844,4648838896,5263884908,5976402586,5656473652,5398557896,5677013629,6303399758,7631106171,8542083074,9176896597,10450826527,12556173243,11914471513,11104649065,14381552467,16350813487,16974314296,17716091057,15950979333,11936993087,13219079498,14845400593,15390031040,14156864916,15776757420,17851491428
Myanmar,GDP (current US$),1392547743,1674823311,2036373523,2137184858,2216072577,2809748387,3821535780,4879257848,5759624742,5633070603,4613071495,5643818689,6849321646,6220270632,6110632858,7754647428,9390855298,10588433069,11863016315,15591182545,23013015832,29455165595,37796052939,54118601975,58318677645,60572257122,63264892768,63045306514,60291738935,61449391917,67144726168,68697761477,78930259069,65124769602,59364362541
Namibia,GDP (current US$),2495095295,2535135314,2789922033,2996869281,3429521499,3251189248,3666503185,3978514206,3989163042,4154990251,3873109749,3868551625,3922231976,3557341284,3349169932,4926439275,6609206506,7248375217,8001779551,8839536894,8607431845,8938847364,11431412421,12523359441,13042053857,12043307277,12435430396,11335161230,10722018975,12895153160,13682019172,12541928103,10583748757,12446290855,12607436976
Nepal,GDP (current US$),3487009748,3525225833,3627560282,3921476085,3401211581,3660041667,4066775510,4401104418,4521580381,4918691917,4856255044,5033642384,5494252208,6007055042,6050875807,6330473097,7273938315,8130258415,9043715356,10325618017,12545438605,12854985464,16002656434,21573872274,21703100747,22162205046,22731612827,24360801338,24524109485,28971588881,33111525183,34186180695,33433659223,36924841430,40828247302
Netherlands,GDP (current US$),261910508418,258336705809,318330511921,327500327676,362962872180,353550169673,379130260322,452301674444,450490196078,416812740005,438008220395,447049523050,417479337445,431586852370,473861980071,580070360702,658380081545,685348181516,733955269899,848558887541,951869997864,871518638049,847380859017,905270626333,838923319920,877172824535,892167986714,765572770634,784060430240,833869641687,914043438180,910194347569,909793466661,1011798853062,991114635529
New Caledonia,GDP (current US$),2072775508,2185082944,2529440424,2653780677,2923883290,2822243775,3038728391,3628440524,3606968436,3291131295,3556304834,3647802046,3420032042,3297734886,3740056752,4915353826,5895008985,6238629462,6979155408,8819917187,9067619729,8704438061,9364350065,10351448025,9659151909,10151382877,10635035550,8738203042,8724568971,9173670000,9896402295,9475655342,9454629451,10071349707,
New Zealand,GDP (current US$),45176423606,43920222525,45495129385,42744828653,41649386970,46775038749,55313381443,63916899264,70140835299,66073130218,56226503976,58762260626,52622954599,53872463497,66627729311,88250885550,103905628689,114720129550,111538810713,137188946866,133131369930,121373602349,146517541181,168291357112,176206659723,190906575136,201313497221,178064471138,188838342528,206556258845,211886686924,213091987153,212569779570,255551704626,247234053739
Nicaragua,GDP (current US$),2630900096,1013184756,1009455476,1488804124,1792800000,1756454248,3863185119,4140470000,4308351903,4389973335,4635267225,4855717875,5107329007,5323146566,5224213018,5322454926,5795568205,6321324455,6763418646,7423365275,8496948184,8298736471,8758619131,9774320144,10531980451,10982954744,11880433903,12756722238,13286066155,13785890939,13025266513,12699028890,12678162359,14145852101,15671583878
Niger,GDP (current US$),2280356194,2179567111,3512356508,3285796877,3386232582,3052673844,1938058176,2302537563,2405686939,2290318909,2643363521,2537789819,2241753193,2448714703,2782192881,3394084731,3760443735,4383315967,4756361253,5731485046,7297600219,7352131304,7851192499,8772950783,9426912639,10224897441,10862943546,9683867927,10398861981,11185101444,12808661487,12916454871,13744174582,14915002098,13969605583
Nigeria,GDP (current US$),49648470440,44003061108,54035795388,49118434950,47794954192,27752204787,33833043778,44062465418,51075815093,54457835603,54604050168,59372679433,69448962761,74030562270,95054094655,104738980157,135764715375,175670536601,238454952232,278260808841,339476215684,295008767295,366990528103,414466540787,463971000389,520117163618,574183825592,493026782402,404649048648,375745732275,421739210176,474517470743,432198936002,440833583992,477386120636
North Macedonia,GDP (current US$),,,4699646643,4938775510,2436849342,2682456897,3559608613,4707041274,4642021256,3912986091,3765745000,3863619262,3772859053,3709636012,4018365768,4946296569,5682784433,6258602830,6861227018,8336475036,9909552356,9401736825,9407170389,10494626768,9745261301,10817702424,11362265294,10064519963,10672467073,11307067001,12683068033,12606338449,12363580535,13825049832,13563132057
Norway,GDP (current US$),101900521458,102633934391,119791045690,121871665528,130838022523,120578717966,127131604641,152030652228,163519897878,161356612879,154230346261,162384295939,171456390282,174240242225,195915371988,229384929369,265267350723,309978579744,346913357588,402645550185,464917553191,387974344023,431052143940,501360549669,512777309841,526014468085,501736471833,388159512246,370956547619,401745275035,439788625884,408742840909,367633418887,490293364377,579267365866
Occ.Pal.Terr,GDP (current US$),,,,,,,2843300000,3282800000,3409600000,3759800000,4067800000,4271200000,4313600000,4003700000,3555800000,3968000000,4603100000,5125700000,5348300000,5815700000,7310400000,8085700000,9681500000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,17133500000,15531700000,18109000000,19111900000
Oman,GDP (current US$),8386215865,9372171651,11685045514,11341482445,12452275683,12493107932,12918855657,13802600780,15277763329,15837451235,13996914694,15593456177,19507452536,19452000520,20142756047,21633708192,24763712874,31081991678,37215779714,42085379454,60905452536,48388363589,64993498049,77497529259,87408842653,89936020806,92699089727,78710793238,75128738622,80856697009,91505851756,88060858257,75909397659,88191977373,114667360208
Pakistan,GDP (current US$),38472742808,40171105580,40010423970,45625336680,48884672605,51809999353,52293471393,60636071684,63320170084,62433340468,62191955814,62973856844,82017743416,79484403985,79904985385,91760542940,107759683863,120055291993,137264061106,152385716312,170077814106,168152775283,177165547829,213587517188,224383544087,231218467670,244360858683,270556104886,313629998960,339205536454,356128167703,320909472926,300425609206,348262544719,376532751807
Palau,GDP (current US$),,,,,,,,,,,,,146297500,156907900,163184900,153963200,165186200,190452900,192382400,198897700,198283900,187522800,185943000,196911100,212397800,221117200,241669800,280457700,298300000,285600000,284900000,278900000,251900000,217800000,
Panama,GDP (current US$),5902783400,5918469800,6433967000,7074675500,8042337700,8782585400,9365289800,9573813700,9870494000,10677286100,11575486400,12130252200,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440287600,34686224300,40429700000,45599900000,49921400000,54091800000,57907700000,62202700000,67294169235,69721787533,57086836942,67406738052,76522511781
Papua New Guinea,GDP (current US$),3656179989,3546470501,3219730365,3787394958,4377980510,4974550286,5502786070,4636057476,5155311077,4936615299,3789443015,3477038204,3521339699,3081024212,2999511040,3536411824,3927157867,4865892972,8354911622,9545029481,11670891360,11619455043,14250785801,17985138450,21295165201,21261338065,23210823987,21723439626,20758874953,22742696408,24109780113,24751069238,23848442440,26311656000,30633444295
Paraguay,GDP (current US$),4255683528,4757732200,5812114523,6984367763,7157424031,7249533620,7870982005,9062131475,9788391781,9965225678,9260481572,8837070236,8855705140,8495806432,7196260657,7691367471,9624440836,10737500188,13429430050,17856393235,24615267617,22355151178,27129301048,33737033607,33296438409,38651334593,40377987315,36211372646,36089550672,38997129809,40225448651,37925338460,35432177936,39950899733,41722295362
Peru,GDP (current US$),15439408447,22499559086,26410386669,34341465998,35966302303,34832077221,44882079767,53312793687,55252414130,58147522523,55501467877,50187324568,51744749133,52030158775,54777553515,58731030122,66768703498,76060606061,88643193062,102170981144,120550599815,120822986521,147527631521,171761737047,192649991136,201175541637,200786240837,189802961890,191898127861,211007952316,222597030191,228325852221,201947603715,223717791483,242631549613
Philippines,GDP (current US$),43152128959,48513772977,50508286642,51784144315,60422329032,62036529910,73159337838,84644329825,94648084429,94106316501,74492416330,85640170315,83669788255,78921234458,84307346432,87039092439,95002000250,107419977968,127652927612,155980408073,181624627928,175974754208,208368892319,234216730704,261920542607,283902829721,297483553300,306445871632,318627003966,328480738147,346841896890,376823404773,361751145432,394087362017,404284327312
Poland,GDP (current US$),,,65977748211,85500934319,94337047233,96043157273,110803635288,142293761469,160193242090,159358194732,174685791564,170030647848,172220451787,190905493539,199070432431,217828661057,255107275407,306145913284,344626630395,429020755433,533599853343,439731636117,475696613936,524374222548,495230574357,515762008469,539080532037,477111287969,470024559638,524641206562,588779850763,596058473059,599442783603,679441900611,688176605955
Portugal,GDP (current US$),56347250696,60594092182,78713860217,89233599278,107592098307,95009751901,99688641304,118122007430,122630089680,117016535163,123946327916,127470385557,118605192877,121604107165,134795565549,165226175537,189382122532,197253876705,208756449276,240496147317,263416394624,244667762836,238113003233,245117990242,216224240578,226433858006,229901964222,199394066525,206426152309,221357874719,242313116578,239986922639,229031860521,253982847571,251945377529
Qatar,GDP (current US$),6038187033,6487912088,7360439423,6883516484,7646153984,7156593654,7374450769,8137911978,9059340385,11297802115,10255495027,12393131868,17759890110,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,115270054945,97798351648,125122306346,167775268626,186833502363,198727642967,206224598571,161739955577,151732181868,161099122225,183334953819,176371267689,144411363345,179677131707,237295575171
Romania,GDP (current US$),40424526826,41450779109,38244330108,28851673545,25121666667,26361131547,30072880812,37430238806,36937074278,35575197535,41696111548,35953162616,37253738081,40395114265,46065502703,57806382692,74973660681,98454374488,122023721513,174588782939,214317174117,174102268535,170029359011,192613558646,179132893143,189789277576,199713780259,177883897811,185287615325,210147181055,243316050521,251017797625,251362534092,285404683025,301261582924
